image_name,tweet_translation,sms_translation,sms_language,topic_label
EC39gKPWwAAhCDR.jpg,@VinoteketSE I do not know how many times I have tried to unregister - like damn you continue to send me advertising - spam that I did not even ask to receive. (Who even sends advertising via text message?) Https://t.co/CV6NztBG9T,This year&#39;s barbecue season is far from over! The perfect BBQ wines with free shipping all the way home to the door are here: bit.ly/ 20Vmcy5,sv,spam-promo
ECovQyUU4AI2RvB.jpg,⁦@VodafoneIN⁩ new spammer. I never ever dealt with these *+#%+**$ &amp; yet they are spamming on my Zero DNC number ⁦@DoT_India⁩ ⁦@Secretary_DoT⁩ ⁦@Dev_Fadnavis⁩ https://t.co/rs1IBUFd7r,"Kalyan ? s best 1BHK : prices rise by 3.2L after Sunday Jackpot opportunity : Smart 1 & 2BHK pwrd by Jio Fiber , 29.9L + raunakurbancentre.in Call02268504222 RERARg T & C",en,spam-promo
ENp5vpGVAAApmZS.jpg,@aduanBRTI please follow up on the following spam sms. I take it seriously because I know my data. https://t.co/tkJpu1AOEA,"sapta, last Sunday I met you on the street, you don&#39;t know me, take a look at my photo chat-v.com/s/970033",id,spam-other
E3at1cjVgAIMO-z.jpg,@Cyberdost @MahaCyber1  Pls check this fraud SMS. Thank you. https://t.co/oTdLOUyC7Y,"Your Paytm amount Rs . 34,939 is credited to 9757464456 Download and Register now d1m.in/qprxmn",en,scam-financial
EDMmq_nUcAALs9R.jpg,Are we talking about your SMS spam @Caisse_Epargne? https://t.co/i5IA6VoPSk,"Hello, In order to give you additional advantages on your bank card, I will contact you shortly. Your Caisse d&#39;Epargne STOP advisor on 38008",fr,spam-promo
DwTbIzVVsAAdS5e.jpg,@aduanBRTI @CCICPolri Please act on the spam/broadcast sms number: +6285223946865. And the site: https://t.co/oJbD6oxpuH. I never gave them my phone number. Very annoying! https://t.co/QNagbOLbbo,"Congratulations to the owner of No. 08138XXXXX. Your number was chosen as the 4th winner with pin code (ijh76k79) for info, check your pin at: www.gebyarmkios 201 9.blogspot.com",id,scam-prize
EVVjZ-FWoAASXHW.jpg,"@Belastingdienst for your information: just received a phishing sms, of course not kicked in. https://t.co/fCI4gSpJhn","[ Tax authorities ] Your outstanding debt of EUR € 471.00 with reference : B1391213 has not been paid after several reminders . On April 12 , the bailiff will proceed with a prejudgment attachment . You can prevent the attachment procedure by immediately paying the entire amount via iDeal: https://is.gd/8JN009",nl,scam-tax
EHLw4qPWsAAN2gl.jpg,Robospam sms political solicitations seem like they shouldn't be allowed. Spam emails are bad enough. https://t.co/s3ncpmpKaP,"Hi , this is Donald Trump Jr. The Democrats are obsessed with impeaching my father . We CAN'T let them succeed . Take a stand NOW : givered.co/?Standwith Don",en,spam-vote
E498VbiVoAAUvKL.jpg,"@AXISgsm Min, I&#39;m using my number from 2019 only for calls and SMS. Can you stop sending SMS every day? Kzl also spams for a long time https://t.co/ExwN4ttSMo","( AXIS ) Yes, your internet package quota has been used up. It&#39;s time for you to activate the internet package again! Come check out the AXIS Internet package PROMO, click: http://kuota.axisnet.id Info838",id,spam-promo
EfYdBfMUMAEs5yx.jpg,"The more you come here, the more insecure and comfortable you get with getting spam sms like this. @Telkomsel https://t.co/iVmmaogphU","Ass, kmi Offer LOAN fast &amp; easy process whatsapp 088705514177",ms,spam-loan
EoyM7IbUUAAT0bW.jpg,"@reliancejio @JioCare 

Received the sms but the number not linked with my family member, please check  might be that is a fraud. 

They are not responding over call. https://t.co/oWh7DiweMC","Your family member's Jio plan has expired . To continue their services , recharge 6209575601 on Paytm with Rs.199 plan , New User code : JIO50 to get flat Rs50 cashback & Existing user code : JIO150 to get 3 vouchers of upto Rs50 each . T & CA . Recharge Now https://p.paytm.me/xCTH/JIO150S",en,scam-financial
EIRsKpjXsAAr0M3.jpg,"I'm lucky
$65,000 via email in 2 days !
#sms #scam #ScamAlert https://t.co/aIvEVRpyXk","We have $ 25,000 transaction on your name . Check here http://bit.ly/Transfer-Money",en,scam-financial
EwBH_OyVIAQUFwP.jpg,Hey @MyMaybank seems like you got some trouble ahead of ya! Got this sms with a phishing link! https://t.co/XOsIpzwdIH,"RM0.00 M2U : Dear M2U users , your account has been suspended . Log on to www.maybnaks.online to complete the validation process . Please make verification in the next 24 hours to avoid service interruption .",en,phishing-account alarm
EhpsUKOWsAEVeHB.jpg,"@Rabobank I receive text messages about a rabo scanner update, looks like spam (I don&#39;t have an account with the rabo bank). Maybe you can do something with it. https://t.co/4v2odoIIwp",[ Rabobank ] : Your Rabo scanner is outdated . Check your scanner and perform the updates via : https : // rabo scanner.info/Rabobank/inloggen,nl,scam-account alarm
EI2yxzcWkAYwHzv.jpg,⁦@TheOfficialSBI⁩ ⁦@TRAI⁩ ⁦@rssharma3⁩  -  phishing spam? Why do you allow such SMS handles? How does a user block it? What are you doing? Innocent people will potentially get ripped https://t.co/SmVBy9bdrz,SBI..CUSTOMER YOUR SBI..SAVING ACCOUNT & DEBIT CARD WILL BE TEMPORARY BLOCKED ON 09/11/2019 BECAUSE DUE TO INCOMPLETE KYC..IN YOUR BANK ACCOUNT TO REACTIVATE YOUR BANK ACCOUNT & DEBIT CARD KINDLY PLEASE UPDATE YOUR FULL KYC..IN YOUR BANK ACCOUNT IMMEDIATELY VISITING BELOW THE LINK https : // docs.google.com/forms/d/e/ 1FAIpQLSd2G1gIdERRSDsh WpJrMKgmeX5G VFOCqDVD4c37NhyoN5RW g / viewform,en,scam-account alarm
DoAAJcSW0AIo8lm.jpg,@BBVAresponds hello! I just received this text. Is it some kind of spam? Thanks!! https://t.co/b3eLE9At7q,"BBVA: 5000.00 Euro Payment pending. To receive, please confirm your details: https://bit.ly/2DtmgPT",es,scam-financial
EG6Oq5pUcAAECkY.jpg,@DGPMaharashtra @MahaCyber1 I received the sms from this number.... new fraud typo.... https://t.co/cUJj4vKoAk,"DEAR WHATSAPP USER , YOUR WHATSAPP NO HAS WON RS . 2 CR 75 LAKH IN THE WHATSAPP GLOBAL AWARD 2019. FOR CLAIM , SEND NAME : ADD : MOBILE NO : AGE : JOB : TO : rbi@erbibn.org.in",en,scam-prize
D4bStqrU0AAdt6B.jpg,"@idea_cares may i know who is the sender of this SMS. Also I would appreciate if you can share the operators name and circle from which this premium sms originated, also the IP Address if the originating computer. @trai #SpamShame #fraud #telecaller #marketing https://t.co/n3O9htFliX",3 IN 1 PLAN Invest Rs . 4K PM and enjoy benefits like : 1. Maturity of Rs.53 Lac 2. Whole Life Cover of Rs . 12 Lac 3. Pension 30K PM Click bitlyk.com/50ffau81088,en,spam-promo
EiMagBSU0AA9rFc.jpg,Scam by @Lendingkart  giving wrong information on sms to lure user and their details ! Note with  P.M Mudra Yojana you can only get max Ra 10 Lakh Loan ! @RBI @TOIMumbai https://t.co/TQToYrnRnY,"Dear Customer , Rs . 2 CRORE Loan Amount Can be Credited in Your A / C under ( P.M MUDRA Yojana ) without any Documentation . Submit Details txt1.in/ HqQ / Odd1fKW",en,scam-financial
D-9E0nQUYAEkTvq.jpg,@IndosatCare This is also min @IndosatCare Every day I receive spam sms from a different number https://t.co/GV4dJ66SPH,"you ? If yes , immediately HUB * 123 * 514 * 46 # to get a bonus prize of IDR 50,000 credit , HUB * 123 * 514 * 46 # Now !",id,spam-promo
ExqOBw0XMAMiEaY.jpg,#framing #phishing #privacy today I get a fake text message to link my digi d so I reported. Only the 06 number of the person who sent this I can&#39;t pass on because of the law on privacy!!!! Don&#39;t get crazier but won&#39;t share it of course 😇 https://t.co/qsmrHQlYaV,[ DigiD ] : You will receive a refund of € 684.79 euros. Request your refund now via: s.id/Berichten-DigiD,nl,scam-financial
EoQhvC1WEAAsNr-.jpg,"@LloydsBank hi, my husband has just received this sms, we assumed it’s phishing scam?..so didn’t click on the link. Anything else we should do? https://t.co/IX04kOwDw8","LLOYDS BANK : An attempt to pair your account on to a new device was made . if this WASN'T you , visit : help.device - secure - new auth.com",en,phishing-account alarm
ErEiT89XcAYwfsa.jpg,@GOVUK is this a scam message that I have received #SCAM #UKGov #SMS #spam https://t.co/MDQ9oR8PIC,"UK_Gov : In order to use Government Gateway Services , we require further verification as you may not have verified your account with us . https://utr.gov.uk.ref03.ga/ UK_Gov",en,scam-account alarm
EDcRACbUEAAVQTO.jpg,"@nsitharaman @rsprasad @FinMinIndia  Ji People may lose their bank info. Please act on stopping this spam SMS asap
All fake sites originating from RUSSIA https://t.co/Jsd1jYTGs3","the Incometax_Department requires you to click the link below to submit a formal request for the payment of your unclaimed and overdue tax refund of 19,150INR . http : // 5.196.115.231/ITRefund",en,scam-tax
EfsBzE0XgAAOc8r.jpg,"Dear @Rabobank, just received a #phishing text message from the 06 number below, can you or the @police do something with this? Can imagine people falling for this... https://t.co/iFdVIUo2oi","Rabobank : Dear customer , your debit card is outdated . Request your new debit card completely free of charge before August 20 via: https: // lihi1.cc/13Dbo",nl,phishing-credit/debit card
D_nLXXOXkAA4KoT.jpg,Phishing via SMS. That&#39;s something else. #oldschool #phishing @Rabobank https://t.co/kTl1mHqMQ7,Rabobank : Your debit card will expire on 19-07-2019 . Replace your current debit card free of charge via: split.to/new debit card,nl,phishing-credit/debit card
EnnV6IRXYAIgHo4.jpg,@LloydsBank got a phishing SMS https://t.co/oQjuPwNpfx,"LLOYDS : A new payee has been au thorised on 24/11/2020 at 20:05 . If you DO NOT recognise this , please visit : https://verify-device.help",en,phishing-account alarm
D2o0c9KVYAAuBps.jpg,@JioCare Received another SPAM SMS from a different number today. @TRAI @DoT_India https://t.co/agtvYZjfjO,Hi Election special 1 Lac sms @ 4999 1 Lac voice call @ 7999 1 Lac bulk WhatsApp @ 7999 IVR @ 6999 Data free Website free Call @ 7065680680 Clik @ bit.ly/2LkgXAL,en,spam-promo
DYZOS_KVwAITBQh.jpg,Sorry #ADT but I do not recall giving @ADT PERMISSION to spam me!! You will be registered to a porn site for every unsolicited sms I receive #notospam #notacceptable #spam https://t.co/kjdwPBgX20,"Control your security with Fidelity ADT'S SecureHome mobile App PLUS FREE rental alarm worth R6,500 . Reply A for info , C to opt out . Fidelity ADT Auth Dealer",en,spam-promo
ET0Go-QXgAIwkFy.jpg,"Dear @O2 - I know this isn’t you, but for your awareness someone’s trying to pretend they are! #Phishing #SMS https://t.co/SSDnUL3dxf","02 : We were unable to process your latest bill . In order to avoid fees , please update your payment information via : https://o2.uk.bill337.com/ ? 02 = 2",en,scam-account alarm
EySTBGMW8AITvwx.jpg,"#bahrain Dear All, Reporting another fraud. An SMS comes as CPR expired in the #BenefitPay system with a link. Once the link is clicked, it takes to the fraudsters’ portal where they ask to enter confidential information. @TRABahrain People in #bahrain please be very careful. https://t.co/6igtrYhPcc",Your CPR has been expired from the BenefitPay record So please update your CPR again immediately in your BenefitPay Account click here http://bit.ly/3fH5Xk1,en,phishing-account alarm
DulmaQbU8AA--76.jpg,Min @aduanBRTI sms spam this morning... https://t.co/RldM7IWOCF,&quot; OFFICIAL MESSAGE &quot; Congratulations . !! You are the winner of LAZADA MILLIONAIRE 2nd prize Rp.,id,scam-prize
ElEtM5OVkAUe4fL.jpg,@amazonIN @AmazonHelp  this seems to be a scam to lure Amazon customers. have enclosed the website and sms screen shots claiming to give me 12.60 lacs or a car for sharing my banking details. Hope Amazon will take action. Did a data vreach leak of my number occur on your site? https://t.co/6PteBiYnHl,Congratulations you have become a winner in the 1 st prize by Amazon company this valid for 1 day . Contact +917003207129 t & C onlineluckyshoppingdraw.in,en,scam-prize
DYtCjXlU8AEAgnA.jpg,"@kemkominfo @KIPusat In a week, you get quite a lot of spam sms.... how about the confidentiality of our data and numbers? It&#39;s also useless to re-register, it doesn&#39;t work https://t.co/c0Avmtod6p",Congratulations to you SIM CARD owners 08121062xxxx M - get a GIFT Cash Check Rp. 75jt From PT.M - KIOS PIN . ( 5N939F7 ) U / Information Click on undian-isiulang.net,id,scam-prize
D8XXjICUcAANrlO.jpg,"@aduanBRTI, please report this, it&#39;s been 3 days in spam sms like this continuously. Very annoying. Please block me. https://t.co/F7vwr8wQVr","easy to borrow, keh1dupafn yaung 1eb1h balk, k11k: http://bit.ly/2w710DW",ms,spam-loan
EvuIFBvVoAIxy1h.jpg,Rupa2 no spam sms teh :( https://t.co/4AUdB6lYhL,I am a Tkw / Migrant Worker in Debt Receivable Assistance by Kyai H.Yusuf My debt is paid off All Islamic Pesugihan Tampa Tumbal Wa: 081543154727,id,spam-other
EDTYK4eXoAEKeZm.jpg,"@bunq 
I just received this phishing SMS 
Please forward to your cybersecurity department. https://t.co/3RTjZq2sn5",[ BUNQ ] : We have placed your account in the &quot; quarantine zone &quot; . You must confirm your device before 02-09 to avoid blocking : s93.top/BUNQ,nl,phishing-account alarm
DfPUAxMWsAAZ2z7.jpg,.@HMRCcustomers Received this #phishing text this morning. I've reported it as a #scam text as it doeant appear to be an official @DVLAgovuk SMS. The https:// address shows as DVLA . Co . UK not Gov . UK and DVLA don't send SMS with links for refunds. https://t.co/d54fjLbe27,We would like to notify you that you have an outstanding vehicle tax refund of £ 104 from an overpayment . https : //dvla.co.uk.vehicle-tax-refunds .org / dvl,en,scam-tax
D-h5v-sUcAAx6b8.jpg,Want to report spam sms @aduanBRTI https://t.co/rdZNQttIlW,"[ Reliable Finance ) With Car / Truck BPKB Easy, Fast Can Over Rate 0,8% / month Call.Yanti : 081290733338 087877277770",id,spam-loan
Enm7XmEW8AI0XeH.jpg,@Vodacom111 please look at this SMS I received today. Looks very much like #phishing to me. Is this legit from @Vodacom? https://t.co/3MFEPjDFaE,"Hi , I am TOBI from Vodacom . Your Acc 1146 is due on 2020/12/01 for R. 42 . To pay or manage your account , reply ACC or use WhatsApp , click https : // wa .me / 27820098624 / ? text = manageaccounts . Stay Safe . Vodacom",en,phishing-account alarm
EF83IP3UwAAWNly.jpg,@SBICard_Connect Received this SMS which asked me to redeem my reward points. Redirected to a site which asked for my CVV and complete card number. Beware of this fraud!! https://t.co/Mk96SjaZTo,Dear customer your SBI credit card reward points worth INR 9540 expired by tomorrow . Kindly redeem your points in cash by click here https://bit.ly/ 2nbPmvP,en,scam-credit/debit card
EU0IOiJUwAImSfz.jpg,"@Paytm @vijayshekhar I got Fake  Random SMS of Paytm  KYC  , can Paytm investigate this number !?? It's fraud number. https://t.co/JF77TotlOc",Dear Customer Your PTM eKYC has been expire today please call customer care no 8101656692 immediately your PT M account Blocked 24hrs THANK YOU,en,scam-account alarm
EjOXrnxUwAI6NH8.jpg,"@aduanBRTI @Telkomsel Good afternoon, want to report disturbing spam sms https://t.co/Gp4vmpcESm","BOSQQQ Congratulations to you for being selected as the winner of the 50 million giveaway, please chat with the Baim Paula team for the management of the prize wa; 085212452087",id,scam-prize
ENVrX4UVUAAq_gh.jpg,"@Paytm @Paytmcare received this SMS today.
I know it's a scam.
Please find out and complaint against them. https://t.co/ROVk1zSkZJ","Dear Customer Your _paytm_ Wallet Has been Blocked and Hold Your Amount Please Complete Your _paytm_ KYC_ Contact Customer Care , 6289951499  This message is sent from an unknown number .",en,scam-account alarm
D0RP9QaWkAArPmX.jpg,Hey @NatWesthelp some vaguely credible SMS phishing for you. https://t.co/GuE2B25wFB,"NatWest disabled your Online Banking temporarily due to unusual activities , please restore it via https://nwoolb.online to secure your account .",en,phishing-account alarm
EDD-pZ-XYAI5fJ5.jpg,"Please note that there is another #phishing SMS, supposedly in the name of @knab_nl, in circulation. Again a sophisticated way of scamming. Don&#39;t fall for it, don&#39;t click on the link and delete the SMS! #fraud #fraud #texting https://t.co/PWzD9cV6de",[ KNAB ] : A 3rd party has submitted a digital authorization to periodically debit 1325.94 from your account . Pay attention ! Isn&#39;t this right? Then you can refuse the direct debit here: g27.top/KNAB,nl,phishing-financial
DvpMkMdU8AEPUwi.jpg,@aduanBRTI @Telkomsel sms Spam fraud please take action https://t.co/oJAKgPY280,"I&#39;m REZKY in BRUNAI looking for someone who can take care of my trust so I can send my finances 9.9 billion for the future in Indonesia, if you want to help, sms me. 085298472047",id,scam-financial
EO85BcWU0AAXDvy.png,🚨 SCAM ALERT 🚨 Watch out for a new SMS #scam asking for your bank details on a fake @myGovau website. Don’t click any links – even if it looks legit! Learn more @ https://t.co/wnXVHiqGZ2 https://t.co/FoQ4d4CE5p,We've noticed you have a positive balance 320.7 AUD from last financial years . Please verify your information to receive the funds myatoservice.com/3/?ID=,en,scam-financial
DxAv0gKVYAAEfr4.jpg,@aduanBRTI @aduankonten @ojkindonesia Please take action against spreading #sms #spam Attached loan from No. #6285281404543 sent to No. @kartuHalo my date. 26 Dec 18. Thank you https://t.co/7rskiuz50j,"Dear Customer do! get 1 million rupiah. If your loan is successful , you will be free forever , Click and to download it ! 1 . app.appsflyer.com/com.easyuang ? pid = gopinjama1 2. http://t.cn/E4MLmls 3. go.onelink.me/r5aa/fdf6adf1 For more info, contact WA 08190754549",id,spam-loan
DmozbwaV4AAm13Y.jpg,"@Telkomsel @simPATI @ojkindonesia @kemkominfo when registering a number does not rule out the possibility of fraudulent modes. ----- Dear @Telkomsel, my telkomsel number is only for calls and sms, but why is it spamming the promo first. My number is not free social media like facebook or twitter https://t.co/hscw3Nt3T1","Gebyar Whatsapp, you were chosen as the best Pln 2018 with (PIN 12844254) for info",id,scam-prize
EyDiBzIWgAADa9Z.jpg,"@rafarodrih It was SMS and as it&#39;s written like that, it&#39;s a scam https://t.co/fG7FCVRSPl","Hello , Your delivery is being held at the distribution center . Visit the system to receive your order: http://ubotej.co/PwXY02c",pt,scam-delivery
EmknmDSXMAA9Gy-.jpg,Received a fake text message from the so-called tax authorities. Don&#39;t fall for this! #phishing . See also https://t.co/muUVa21Mrp https://t.co/A9uWRGEHyI,"[ TAX AUTHORITY ] Your outstanding debt of EUR € 687.02 with reference : DG - 4143 has not yet been paid after several reminders . On November 12, 2020, the bailiff will proceed with a prejudgment attachment. You can avoid the attachment procedure by immediately paying the entire amount via iDEAL: https: // payment request .rabobank.nl / payment request / ? id = y57H -YMsSzaomSCZNluspw",nl,scam-tax
ExLlfRSVoAMHg-V.jpg,"Ooh, I got a Royal Mail scam SMS, my FOMO is assuaged. :&gt; https://t.co/ClLmJzTwzB",Royal Mail : Your package is waiting for delivery . Please confirm the settlement of £ 1.99 on the following link : https : // royal - mail -parcel7386.com/,en,scam-delivery
E2UX3vhUUAQlJlo.jpg,"@MahaCyber1 I have received a SMS starting won amount via Gpay.  It is a fraud, asking to click a link to open Gpay/BHIM and send money.

I have captured name &amp;  account details of person, wanted to know where and how can I file a cyberfraud complaint? https://t.co/RXjv7sCsYs",You've have won 1500rs Google Pay Reward . Click now to get Reward . https://gppay.live/ewa,en,scam-prize
EFJd-00UEAA5i0t.jpg,"Want to report spam SMS, very annoying @aduanBRTI @aduankonten @Telkomsel https://t.co/l1Zw5vcTzh","Capital of IDR 42,000 to become a dealer and win MILLIONS of RUPIAH in Ceme Games at JAYAPOKER http://103.10.200.41 / and Play Sydney &amp; Big-Two, Domino-QQ Togel.",id,spam-gamble
Dx03mlmUwAERNTA.jpg,@aduanBRTI Sms spam/fraud during this month of January: https://t.co/8HiOy7cFlf,"Wednesday, Jan 9.4: 40 PM Customer 082233362979, You Get +1000 Credit Coins &amp; Unlimited Chat Packages, you know. Why hasn&#39;t it been taken yet? Call * 500 * 42 # and choose 1 to take, you can exchange credit.",id,spam-promo
EITUrmYXsAAYFkr.jpg,"Scam email via SMS, nice! https://t.co/FFZydvuAQO",You have a pending Tax Refund from your council . To proceed with your application please complete your form via www.citycounciilii.com,en,scam-tax
EYjBRNNXYAAx_jx.jpg,I just received this message by SMS. Do you smell it? Do you get that rich aroma of phishing? @policia @Correos https://t.co/uV48za10ZR,Your package is waiting for delivery. Confirm the payment (2.99EUROS) in the following link https://es-areacorreoslogin.com CORREOS,es,scam-delivery
EKSlOjRU0AEdrmr.png,4-frame cartoon yan #Phishing #Phishing #Fukuoka Bank #SMS https://t.co/humKphEuhF,[Bank of Fukuoka] Information on convenient free loans. Application is completed on the Web https: // www.fukuokabank.co.jp/lp/fl? Sid% 3D,ja,spam-loan
E3-vARyUcAEvRjt.jpg,Beware of phishing / #SMS #fraud. Received this today and not falling for it. But just imagine what it would do to gullible consumers. @MumbaiPolice please take action @JioCare Such unsolicited messages should be stopped at the source itself. Don't you agree ? #TRAI https://t.co/RqKr13MnnN,Dear customer your account has been blocked due to KYC Update within 24 hour . Please contact customer care 7866867158 to continue your service.Thank you,en,phishing-account alarm
EdmO6TXX0AA1Ypr.jpg,"@Belfius FYI, phishing SMS received. You can submit a complaint based on telephone number. https://t.co/rxFVmdBX51",BELFIUS : unusual activities have been detected on your account . Verify yourself via https : // belfius.deblokkadedesk.info and avoid blocking .,nl,phishing-account alarm
El3E-q7U4AEFs1W.jpg,"Sms fraud and spam, ask for help to be processed @aduanBRTI, thank you. https://t.co/JJdpApQoZQ",KPD.YTH BPK / MOM OFFICIAL MESSAGE NEED BUSINESS MODES GUARANTEE KTP AND KK INTEREST 4 % CPAT PROCESS MIN 5 MILLION - 500 MILLION INTEREST WHATSAPP +6285253830828,id,spam-loan
DzomWTuX0AA0xWO.jpg,"Man man man, now also phishing texts... pffff @Rabobank @danielverlaan #laatjeniethackmaken https://t.co/q3IUcK7HGJ",Apply for your new Rabobank debit card and prevent your current debit card from being blocked via the Rabobank website: X.co/,nl,phishing-credit/debit card
DSx_gxDW0AA_mN0.jpg,Dagens #phishing-sms. Varning! Todays phishing-txt. Don’t be fooled https://t.co/sg7eC9SObj,Warning! Your Spotify account has expired. Activate 6 months Spotify Premium Now! Click here :,sv,phishing-account alarm
Ejjuzk4XcAAs0qu.jpg,False SMS in the name of @Belastingdienst Don&#39;t fall for it: the Tax and Customs Administration NEVER communicates about payment requests by SMS. Share the knowledge with your environment! Wake up together against internet thieves! #fraud #text #phishing https://t.co/T8PWfwFPgI,"( TAX SERVICE ALERT ] Your outstanding debt with reference : H971 has not been paid after several reminders. On Tuesday, October 6, 2020, the bailiff will proceed to prejudgment attachment on your household effects. You can prevent the attachment procedure by immediately paying the entire amount via your payment link : Feature-H971.nl",nl,scam-tax
EVFthjzU0AEOiZU.png,"#COVID19PT A new #phishing campaign is sending fraudulent SMS on behalf of @SNS_Portugal Don&#39;t click on the link, and share this information. https://t.co/8TzLRc0XKp","Wednesday April 8, 2020 Rosa take COVID19 SNS test, confirm your zip code. Your health first : promosms.eu/ Ip20 / 910925050 / Covid19",pt,scam-covid
DeRKhiyUwAETGsO.jpg,It’s stupid on behalf of @ZomatoIN to allow restaurants with phone numbers - I get spam sms everyday by these restaurants that I referred via them ! https://t.co/lw3x0oEeW2,"Dear , you have 200 Points left in your Biryani By Kilo account . Redeem them @ bit.ly/ BBKorder or on APP : bit.ly/ BBKapp STOP : http://lmty.io/2J4ia3",en,spam-promo
D4e4BZDUEAAKxMU.jpg,@kemkominfo it says register a cellphone number to reduce spam sms. I can receive this 10x a week. What are you guys doing? Just block porn websites? https://t.co/5YTh6hkNTj,serving fast 5-500JT loans throughout Indonesia without collateral PT GUNA PRIMA DANA wa.082190959354,id,spam-loan
EClVRCJXUAULOKW.jpg,@ingnl phishing attempt via SMS. Are you taking action? https://t.co/dJKbFxcF4M,"ING : Dear ING customer , Download the new ING app with renewed certificates now and make the most of it . Log in to My ING and follow the steps linksplit.io/app-ing",nl,phishing-account alarm
DnX4BEsWsAEVjqM.jpg,Just received this spam sms - baffled https://t.co/wxMpSa0lJm,"You can help to clarify the truth ! Telepathic transmission of information , is it possible ? 2nd Global Experiment PYRAMID , join free : https://allatra.tv/en/znaki 12:21",en,spam-other
EDOQQ0PWsAADaMc.jpg,Yesterday I received a fake SMS #smishing scam spoofing as IRS. The SMS informs the victim about an outstanding debt and entices them to click on a malicious link. If received DO NOT FOLLOW SMS LINKS + Inform @Belastingdienst https://t.co/KjauWaRyAp,Tax authorities: Your outstanding debt with reference B901462 has not been paid after several reminders. Prevent confiscation and pay via: tiny.cc/B901462,nl,scam-tax
DwYX2W2XgAEbuI1.jpg,@Darty_Officiel @Darty_SAV fucking piss me off delete my phone number !! Someone is using it at your place and I find myself spamming text messages even though I have never bought anything from you !! https://t.co/ETvQyU82N6,"Darty Card Expenses: E 160.00 withdrawn in cash by default. For another choice of reimbursement, answer YES to this SMS before 01/14",fr,scam-financial
D5YnWNHWsAAbt2r.jpg,Phishing SMS in progress… How can I report it? https://t.co/r0A9ZOfVVC,Order FR18716159 Delivery failure We have tried to deliver your package without success Please re - confirm your address: http: // 5ga.us/3UyPhE,fr,scam-delivery
ETswLX6UMAApE9D.jpg,"@Bajajfinserv3 @RBI @rblbank please stop this scam sms, this was sent to my mobile number for bajaj Finserv super card, its official sms too
Sms : Incoming transaction pending https://t.co/u004W9vp23 https://t.co/tl2ZEi2PF7","Hi ESAKKI RAJA , need help in reading the monthly statement of your Bajaj Finserv RBL Bank SuperCard ( XX8147 ) ? Chat with Ria to understand the important details mentioned in your statement , click http://bit.ly/2NXN78 ) .",en,spam-promo
D9M5EDhVAAAHHP-.jpg,"State Bank of India, @TheOfficialSBI are you aware of this “credit card points” scam doing the rounds in your name? Fake SMS, fake website and fake numbers. What are you doing about it?
See attached screenshots. I got this as an SMS today.
#sbiscam 
@RBI https://t.co/zNpfCOSfxd",Dear customer your SBI card points worth INR 6372 expired by today . Kindly redeem your points in cash by clicking here http : // cardssbi.com/,en,scam-credit/debit card
EnpzcwcUcAAM-Ya.jpg,@TheOfficialSBI Be Aware Of New Type of Netbanking Fraud By Sms of Netbanking... https://t.co/pt8vxvd9FY,SBI : Your Account Is Locked . Please Go To https://s.id/vutvy To Unlock .,en,phishing-account alarm
DvA36a2UcAIYNz9.jpg,"@aduanBRTI I attached a spam sms, please take action by blocking and turning off the number https://t.co/oyFICb6wdG","the loan you apply for, it only takes a few steps, the money will be disbursed instantly! Come on kilk1 go.onelink.me/ app / 58792d 2 t.cn/EUITKOd 3 go.onelink.me/c3B9/db231e83 4 t.cn/ EUJCK5x 5 app.adjust.com/sk7b80h 6 j.mp/2EnO8ne 7 t. cn/EUJmYbQ More info, Call WA 087885090885",id,spam-loan
EbSPWI0XQAM8b2z.jpg,@ingnl #phishing via #sms @police https://t.co/CehM2QIu2m,"Your ING Banking App expires on 25/06/2020 ( 03:52 ) To continue using this service, you can update your registration via: inlog-Ing.nl",nl,phishing-account alarm
ES-f9HQUUAALmJV.jpg,"@JioCare @reliancejio , Please take a strong steps against this fake/spam sms sender. This may dangerous for coustomers and may loss of money. @DoT_India https://t.co/i9H7Wyes6z",GOOD NEWS Jio has Announced today to give 25GB data with free calls daily for 6 - Months Download to activate offer  Link : http://tiny.cc/MY-JIO-4G,en,scam-other
EAtQ8G9UwAAQulI.jpg,"Starting today, I want to most spam SMS that come into my cellphone every day (if I have time). I installed 2 operators, namely @Telkomsel and @smartfrenworld. Interestingly, Telkomsel numbers have become a field for SMS spam, while Smartfren is zero. This Smartfren is cool. https://t.co/8cQiVS8lB6",ONLINE FUND LOAN SERVICE throughout Indonesia from 10 to 300 million how to apply wa: 082195435089,id,spam-loan
E30jRXAVoAA5iqP.jpg,"@hydcitypolice @cyberabadpolice 

Sir Now a days Sim Activation Scam is being operated from New Delhi. Please create awareness.
Steps Spammer Follows : 
1. victim Receive sms
2. Provides a number to call back
3. Spammer receive call ask user to install app

#Beaware https://t.co/58e9Fx1TKv",Dear User your SIM Verification is Pending Please call our customer Service for offer 7866037800 Your Service will be Blocked within 24 Hrs .,en,phishing-account alarm
DnclXJGUcAA92p6.jpg,"This is why we need spam/block functionality, or at least some rate limiting for SMS.

Around 15 exactly identical messages within 1 hour! https://t.co/BZzI0o2JGt","UPTO RS 1 LAKH OFF On Popular Used Cars , India's Biggest Car Mela @ DROOM ( 19-25 Sept ) Hurry ! Buy Now : https://goo.gl/N8uSjc | Call Free -1800 407 0707eder doesn't support replies",en,spam-promo
