text	label	original_label
rolling your eyes 	negative	negative
she loves them to pieces 	positive	positive
to make a big splash . 	positive	positive
offers an aids subtext , skims over the realities of gay sex , and 	negative	negative
would be rendered tedious by avary 's failure to construct a story with even a trace of dramatic interest 	negative	negative
is still charming here 	positive	positive
a real shame 	negative	negative
no amount of earnest textbook psychologizing can bridge 	negative	negative
the world 's best actors 	positive	positive
the visual panache , the comic touch , 	positive	positive
accused of being a bit undisciplined 	negative	negative
the silver screen 	positive	positive
a nostalgic , twisty yarn that will keep them guessing 	positive	positive
complaining 	negative	negative
it is a popcorn film , not a must-own , or even a must-see . 	negative	negative
is repeated at least four times . 	negative	negative
the evocative imagery and gentle , lapping rhythms of this film 	positive	positive
also need movies like tim mccann 's revolution no. 9 . 	positive	positive
-- an unpleasant debate that 's been given the drive of a narrative and that 's been acted out -- 	negative	negative
savory and hilarious 	positive	positive
appealing leads 	positive	positive
has sex on screen been so aggressively anti-erotic 	negative	negative
has the perfect face to play a handsome blank yearning to find himself 	positive	positive
ranges from bad to bodacious 	negative	negative
as dumb and cheesy as they may be , the cartoons look almost shakespearean -- both in depth and breadth -- after watching this digital-effects-heavy , supposed family-friendly comedy . 	positive	positive
bitter 	negative	negative
relatively gore-free 	positive	positive
, but i suspect it might deliver again and again . 	positive	positive
is concocted and carried out by folks worthy of scorn 	negative	negative
inadequately 	negative	negative
all-around good time 	positive	positive
exceptional detail 	positive	positive
its own meager weight 	negative	negative
the best of the pierce brosnan james bond films to date . 	positive	positive
neither as scary-funny as tremors nor demented-funny as starship troopers , the movie is n't tough to take as long as you 've paid a matinee price . 	negative	negative
jaw-dropping action sequences , 	positive	positive
of political corruption 	negative	negative
fun-loving 	positive	positive
allows him to churn out one mediocre movie after another 	negative	negative
is a fast , frenetic , funny , even punny 6 -- aimed specifically at a grade-school audience . 	positive	positive
filming the teeming life on the reefs , making this gorgeous film a must for everyone from junior scientists to grown-up fish lovers 	positive	positive
turns very dark and very funny 	positive	positive
junk-calorie suspense tropes 	negative	negative
unentertaining 	negative	negative
ambiguous ending 	negative	negative
... simultaneously degrades its characters , its stars and its audience . 	negative	negative
also treats the subject with fondness and respect 	positive	positive
's surprisingly decent , particularly for a tenth installment in a series 	positive	positive
add 	positive	positive
curiously , he waters it down , turning grit and vulnerability into light reading 	negative	negative
believable 	positive	positive
with minimal imagination 	negative	negative
a fan film that for the uninitiated plays better on video with the sound turned down . 	negative	negative
he was reading the minds of the audience . 	positive	positive
dramatically satisfying heroine 	positive	positive
musicals back 	positive	positive
something fishy 	positive	positive
acted meditation on both the profoundly devastating events of one year ago and the slow , painful healing process that has followed in their wake 	positive	positive
portrays young brendan with his usual intelligence and subtlety 	positive	positive
assuredly rank as one of the cleverest , most deceptively amusing comedies of the year . 	positive	positive
you will likely prefer to keep on watching . 	positive	positive
to be especially grateful for freedom after a film like this 	positive	positive
quite makes it to the boiling point , but manages to sustain a good simmer for most of its running time . 	positive	positive
a stirring , funny and finally transporting re-imagining of beauty and the beast and 1930s horror films 	positive	positive
cruelly 	negative	negative
nickleby with all the halfhearted zeal of an 8th grade boy delving 	negative	negative
is one of mr. chabrol 's subtlest works , but also one of his most uncanny 	positive	positive
feels in almost every possible way -- from the writing and direction to the soggy performances -- tossed off . 	negative	negative
trusts the story it sets out to tell 	positive	positive
the result is so tame that even slightly wised-up kids would quickly change the channel . 	negative	negative
that plays things so nice 	positive	positive
be post-feminist breezy 	positive	positive
as you might to scrutinize the ethics of kaufman 's approach , somehow it all comes together to create a very compelling , sensitive , intelligent and almost cohesive piece of film entertainment 	positive	positive
such a horrible movie could have sprung from such a great one 	negative	negative
a refreshing and comical spin 	positive	positive
loads of irreparable damage 	negative	negative
chimes in on the grieving process and strangely draws the audience into the unexplainable pain and eccentricities that are attached to the concept of loss . 	positive	positive
playful respite 	positive	positive
as miraculous as its dreamworks makers 	positive	positive
, purpose and emotionally bruised characters 	positive	positive
direct hit 	positive	positive
it 's a quirky , off-beat project . 	positive	positive
its execution and skill of its cast 	positive	positive
of magic and whimsy for children , a heartfelt romance for teenagers and a compelling argument about death , both pro and con , for adults 	positive	positive
the bizarre is credible and the real turns magical 	positive	positive
an effective portrait of a life in stasis -- of the power of inertia to arrest development in a dead-end existence 	positive	positive
but its just not a thrilling movie 	negative	negative
brings a youthful , out-to-change-the-world aggressiveness to the project , as if she 's cut open a vein 	positive	positive
forgettable 	negative	negative
that is slow to those of us in middle age 	negative	negative
relying on the viewer to do most of the work 	negative	negative
insufferable 	negative	negative
a decent ` intro ' documentary 	positive	positive
the creative animation work may not look as fully ` rendered ' as pixar 's industry standard , but it uses lighting effects and innovative backgrounds to an equally impressive degree 	positive	positive
scoring high 	positive	positive
artsy fantasy sequences -- 	positive	positive
when are bears bears and 	positive	positive
impossible to care about 	negative	negative
's too much syrup and not enough fizz 	negative	negative
overly long and worshipful bio-doc . 	negative	negative
something a little more special behind it 	positive	positive
high-profile talent 	positive	positive
of shakespeare 's better known tragedies 	positive	positive
thought-provoking and often-funny drama 	positive	positive
together , miller , kuras and the actresses make personal velocity into an intricate , intimate and intelligent journey . 	positive	positive
chan 's uniqueness 	positive	positive
looks and plays like a $ 40 million version of a game you 're more likely to enjoy on a computer . 	negative	negative
tick-tock 	negative	negative
sloughs one 's way through the mire of this alleged psychological thriller in search of purpose or even a plot 	negative	negative
driven by a natural sense for what works 	positive	positive
steinis quirky , charming and often hilarious 	positive	positive
the cast is top-notch and i predict there will be plenty of female audience members drooling over michael idemoto as michael . 	positive	positive
, pasty lumpen 	negative	negative
surprisingly ` solid ' achievement 	positive	positive
slip into hokum 	negative	negative
is a welcome lack of pretension about the film , which very simply sets out to entertain and ends up delivering in good measure . 	positive	positive
the third revenge of the nerds sequel 	negative	negative
narc is all menace and atmosphere . 	negative	negative
's enough to watch huppert scheming , with her small , intelligent eyes as steady as any noir villain , and to enjoy the perfectly pitched web of tension that chabrol spins 	positive	positive
inspired portrait 	positive	positive
is a battle of witlessness between a not-so-bright mother and daughter and an even less capable trio of criminals 	negative	negative
sensuous and spirited 	positive	positive
awfully hard 	negative	negative
elegant and 	positive	positive
shines on all the characters , 	positive	positive
oleander 's uninspired story 	negative	negative
at once overly old-fashioned in its sudsy plotting and heavy-handed in its effort to modernize it with encomia to diversity and tolerance 	negative	negative
roughly equal amounts of beautiful movement and inside information . 	positive	positive
has created a film that one can honestly describe as looking , sounding and simply feeling like no other film in recent history 	positive	positive
cultivation 	positive	positive
a visual style that incorporates rotoscope animation for no apparent reason except 	negative	negative
you 're desperate for the evening to end . 	negative	negative
insufferably naive . 	negative	negative
come during that final , beautiful scene 	positive	positive
class warfare 	negative	negative
nice rhythm 	positive	positive
evans ' career 	positive	positive
the filmmakers want nothing else than to show us a good time , and in their cheap , b movie way , they succeed 	positive	positive
presents a side of contemporary chinese life that many outsiders will be surprised to know exists , and does so with an artistry that also smacks of revelation . 	positive	positive
is that rare combination of bad writing , bad direction and bad acting -- the trifecta of badness 	negative	negative
's a visual delight and a decent popcorn adventure 	positive	positive
reveals that efforts toward closure only open new wounds 	positive	positive
a stunning new young talent in one 	positive	positive
five screenwriters are credited with the cliché-laden screenplay ; 	negative	negative
predecessors 	positive	positive
is that it stinks 	negative	negative
your first instinct 	positive	positive
a thoughtful movie , 	positive	positive
of elizabeth berkley 's flopping dolphin-gasm 	negative	negative
being good 	positive	positive
have to pay if you want to see it 	positive	positive
friendship , love , and the truth 	positive	positive
a good music documentary , probably one of the best since the last waltz 	positive	positive
best describes this film : honest 	positive	positive
fresh , sometimes funny 	positive	positive
aggravating and tedious 	negative	negative
it 's notably better acted -- and far less crass - than some other recent efforts in the burgeoning genre of films about black urban professionals 	positive	positive
've had the misfortune to watch in quite some time 	negative	negative
comic sparks 	positive	positive
on the subgenre 	positive	positive
fast-paced contemporary society 	positive	positive
satisfyingly odd and intriguing 	positive	positive
a purposefully reductive movie 	positive	positive
that it goes nowhere 	negative	negative
a disaster of a drama , saved only by its winged assailants . 	negative	negative
if kaos had n't blown them all up 	negative	negative
scott baio is turning in some delightful work on indie projects . 	positive	positive
emphasized 	positive	positive
obnoxious special effects 	negative	negative
's been done before but never so vividly or with so much passion 	positive	positive
boredom to the point of collapse , turning into a black hole of dullness , from which no interesting concept can escape 	negative	negative
a mechanical action-comedy whose seeming purpose is to market the charismatic jackie chan to even younger audiences 	negative	negative
a satisfying evening at the multiplex 	positive	positive
a low-budget affair 	negative	negative
uplifting , 	positive	positive
infuriating about full frontal 	negative	negative
to duck the very issues it raises 	negative	negative
derrida is all but useless 	negative	negative
of why animation is such a perfect medium for children , because of the way it allows the mind to enter and accept another world 	positive	positive
subtle and 	positive	positive
deserve a passing grade ( even on a curve ) 	negative	negative
that is where ararat went astray . 	negative	negative
has the high-buffed gloss and high-octane jolts you expect of de palma , but what makes it transporting is that it 's also one of the smartest 	positive	positive
spinoff of last summer 's bloated effects 	negative	negative
completely misses its emotions 	negative	negative
that make 105 minutes seem twice as long 	negative	negative
does n't have much panache , but with material this rich it does n't need it 	positive	positive
of dedicated artists 	positive	positive
the richness of characterization that makes his films so memorable 	positive	positive
their cheap , b movie way 	negative	negative
the film is static 	negative	negative
render it anything but laughable 	negative	negative
live-wire 	positive	positive
conventional but heartwarming tale 	positive	positive
be so light-hearted 	positive	positive
no worse 	negative	negative
listless , witless , and devoid of anything 	negative	negative
by orchestrating a finale that is impenetrable and dull 	negative	negative
it 's been 13 months and 295 preview screenings since i last walked out on a movie , but 	negative	negative
filling nearly every minute ... 	positive	positive
wickedly funny , visually engrossing , never boring , this movie 	positive	positive
beyond-lame satire 	negative	negative
's better than its predecessor 	positive	positive
what is otherwise a sumptuous work of b-movie imagination 	positive	positive
offers escapism 	positive	positive
pretty stupid 	negative	negative
it 's just tediously bad , something to be fully forgotten 	negative	negative
our special talents can be when put in service of of others 	positive	positive
the film is grossly contradictory in conveying its social message , if indeed there is one . 	negative	negative
since beauty and the beast 	positive	positive
nasty aftertaste but 	negative	negative
hugely enjoyable in its own right though not really faithful 	positive	positive
overall , it 's a very entertaining , thought-provoking film with a simple message 	positive	positive
stare and sniffle , respectively , as ledger attempts , in vain , to prove that movie-star intensity can overcome bad hair design . 	negative	negative
bad mixture 	negative	negative
cinematic corpse 	negative	negative
ends up more of a creaky `` pretty woman '' retread , with the emphasis on self-empowering schmaltz and big-wave surfing that gives pic its title an afterthought 	negative	negative
amazingly successful 	positive	positive
there 's a reason the studio did n't offer an advance screening . 	negative	negative
gives ample opportunity for large-scale action and suspense , 	positive	positive
88 minutes of exaggerated action 	negative	negative
do not go gentle into that good theatre . ' 	negative	negative
and immature character 	negative	negative
the most politically audacious films of recent decades 	positive	positive
is the only winner 	positive	positive
to blast even the smallest sensitivities from the romance with his clamorous approach 	negative	negative
is hard to conceive anyone else in their roles . 	positive	positive
overcome bad hair design 	negative	negative
does n't really go anywhere 	negative	negative
the rhapsodic dialogue that jumps off the page , and for the memorable character creations 	positive	positive
misery 	negative	negative
the glorious chicanery and self-delusion 	positive	positive
to rush to the theater for this one 	positive	positive
manages to string together enough charming moments to work . 	positive	positive
most romantic comedies 	positive	positive
ultimately insignificant 	negative	negative
not-so-divine 	negative	negative
be patient with the lovely hush 	positive	positive
remarkably assured 	positive	positive
trudge out of the theater feeling 	negative	negative
300 hundred years of russian cultural identity and a stunning technical achievement 	positive	positive
we are forced to reflect that its visual imagination is breathtaking 	positive	positive
washed out 	negative	negative
by top-billed star bruce willis 	positive	positive
does n't feel like a film that strays past the two and a half mark 	negative	negative
the occasional bursts 	positive	positive
wise enough 	positive	positive
this so-called satire 	negative	negative
is really closer to porn than a serious critique of what 's wrong with this increasingly pervasive aspect of gay culture . 	negative	negative
rock 's stand-up magic wanes . 	negative	negative
bombastic self-glorification 	negative	negative
the ease with which it integrates thoughtfulness and pasta-fagioli comedy 	positive	positive
its excellent storytelling , 	positive	positive
zeal 	positive	positive
sinks into an abyss of clichés , depression and bad alternative music 	negative	negative
too many conflicts 	negative	negative
wretchedly unfunny wannabe 	negative	negative
advised to take the warning literally , and log on to something more user-friendly 	negative	negative
retard 101 	negative	negative
a wild comedy 	positive	positive
a comic book with soul 	positive	positive
done , but slow 	negative	negative
must indeed be good to recite some of this laughable dialogue with a straight face 	negative	negative
are consistently delightful . 	positive	positive
could n't 	negative	negative
raffish charm 	positive	positive
that 's unfocused and tediously exasperating 	negative	negative
pull his head out of his butt 	negative	negative
one hour photo may seem disappointing in its generalities 	negative	negative
to hold onto what 's left of his passe ' chopsocky glory 	negative	negative
is not a classical dramatic animated feature , nor a hip , contemporary , in-jokey one . 	negative	negative
marvelous first 101 	positive	positive
interesting movie 	positive	positive
a way that 's too loud , too goofy and too short of an attention span 	negative	negative
that really does n't have much to say beyond the news 	negative	negative
its initial excitement settles into a warmed over pastiche . 	negative	negative
so memorable 	positive	positive
who does n't understand the difference between dumb fun and just plain dumb 	negative	negative
date-night diversion 	positive	positive
it would be churlish to begrudge anyone for receiving whatever consolation that can be found in dragonfly , yet it is impossible to find the film anything but appalling , shamelessly manipulative and contrived , and totally lacking in conviction 	negative	negative
meyjes ' provocative film might be called an example of the haphazardness of evil . 	positive	positive
kids will love its fantasy and adventure , and grownups should appreciate its whimsical humor 	positive	positive
it 's as if de palma spent an hour setting a fancy table and then served up kraft macaroni and cheese . 	negative	negative
loss 	negative	negative
invigorating 	positive	positive
puerile 	negative	negative
, can not overcome blah characters 	negative	negative
indie of the year , so far 	positive	positive
i suspect this is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the dvd . 	negative	negative
gentle and engrossing 	positive	positive
than its sunny disposition 	positive	positive
gaining most of its unsettling force from the suggested and the unknown 	positive	positive
an energizing 	positive	positive
flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , delicious dialogue and a wide supply 	positive	positive
confusing on one level or another , making ararat far more demanding than it needs to be 	negative	negative
's the funniest american comedy since graffiti bridge . 	positive	positive
heartwarming here relies less on forced air than on petter næss ' delicate , clever direction ... and a wonderful , imaginative script by axel hellstenius . 	positive	positive
uses the huge-screen format to make an old-fashioned nature film that educates viewers with words and pictures while entertaining them . 	positive	positive
is so convincing 	positive	positive
meandering sketch inspired by the works of john waters and todd solondz , rather than a fully developed story 	negative	negative
the process created a masterful work of art of their own 	positive	positive
love the film 	positive	positive
though frida is easier to swallow than julie taymor 's preposterous titus , the eye candy here lacks considerable brio . 	negative	negative
wanders all over the map thematically and stylistically , and borrows heavily from lynch , jeunet , and von trier while failing to find a spark of its own . 	negative	negative
i.e. peploe 's , it 's simply unbearable 	negative	negative
aggressive self-glorification and a manipulative whitewash . 	negative	negative
mummy and the mummy returns 	positive	positive
too overdone 	negative	negative
's the perfect star vehicle for grant 	positive	positive
in a light-hearted way the romantic problems 	positive	positive
an inept , tedious spoof of '70s 	negative	negative
over this `` un-bear-able '' project 	negative	negative
dramatic and emotional 	positive	positive
screen presence 	positive	positive
too shallow for an older one 	negative	negative
film legacy 	positive	positive
, magnificent to behold in its sparkling beauty yet in reality it 's one tough rock . 	positive	positive
cool gadgets and creatures 	positive	positive
finery 	positive	positive
takes every potential laugh and 	positive	positive
would do better elsewhere . 	negative	negative
reassures us 	positive	positive
one of the best war movies ever made 	positive	positive
horrible , 99-minute 	negative	negative
a very depressing movie 	negative	negative
the film is well-crafted and 	positive	positive
there 's undeniable enjoyment to be had from films crammed with movie references 	positive	positive
terrible , banal dialogue ; convenient , hole-ridden plotting ; superficial characters and 	negative	negative
depraved 	negative	negative
found writer-director mitch davis 's wall of kitsch hard going . 	negative	negative
fun in this cinematic sandbox 	positive	positive
a major movie 	positive	positive
attempt to bring cohesion to pamela 's emotional roller coaster life 	negative	negative
do well to cram earplugs in their ears and put pillowcases over their heads for 87 minutes 	negative	negative
that he can cross swords with the best of them and helm a more traditionally plotted popcorn thriller while surrendering little of his intellectual rigor or creative composure 	positive	positive
many false scares 	negative	negative
stupidity , incoherence and sub-sophomoric sexual banter 	negative	negative
who take as many drugs as the film 's characters 	negative	negative
i realized that i just did n't care 	negative	negative
amélie 's audrey tautou with another fabuleux destin 	positive	positive
its laid-back way 	positive	positive
its lack of poetic frissons 	negative	negative
ever spill from a projector 's lens 	negative	negative
no earthly reason other than money why this distinguished actor would stoop so low 	negative	negative
half past dead -- or for seagal 	negative	negative
art and commerce 	positive	positive
an astonishing voice cast ( excepting love hewitt ) 	positive	positive
from the tv movie-esque , affected child acting to the dullest irish pub scenes ever filmed 	negative	negative
is no psychology here , and no real narrative logic -- just a series of carefully choreographed atrocities , which become strangely impersonal and abstract 	negative	negative
the talented cast alone will keep you watching , as will the fight scenes . 	positive	positive
a biting satire that has no teeth 	negative	negative
does n't have anything really interesting to say 	negative	negative
the ring moderately absorbing , largely for its elegantly colorful look and sound 	positive	positive
every member of the ensemble has something fascinating to do 	positive	positive
fans of plympton 's shorts may marginally enjoy the film , 	positive	positive
's a hoot watching the rock chomp on jumbo ants , pull an arrow out of his back , and leap unscathed through raging fire 	positive	positive
like the similarly ill-timed antitrust 	negative	negative
leaping from one arresting image to another , songs from the second floor has all the enjoyable randomness of a very lively dream and so manages to be compelling , amusing and unsettling at the same time . 	positive	positive
superb performance 	positive	positive
funny stuff in this movie 	positive	positive
to head off in its own direction 	positive	positive
the most part a useless movie , even with a great director at the helm 	negative	negative
'll still be glued to the screen . 	positive	positive
finely crafted , 	positive	positive
until things fall apart 	negative	negative
dime-store psychology 	negative	negative
do n't add up to much more than trite observations on the human condition 	negative	negative
high crimes carries almost no organic intrigue as a government / marine/legal mystery , 	negative	negative
marks an encouraging new direction for la salle 	positive	positive
to bolt the theater in the first 10 minutes 	negative	negative
adept 	positive	positive
covers huge , heavy topics in a bland , surfacey way that does n't offer any insight into why , for instance , good things happen to bad people 	negative	negative
a solidly entertaining and moving family drama 	positive	positive
an almost palpable sense of intensity 	positive	positive
such a horrible movie 	negative	negative
incoherent jumble 	negative	negative
audiences are advised to sit near the back and squint to avoid noticing some truly egregious lip-non-synching , but 	negative	negative
get it 	positive	positive
a single surprise 	positive	positive
biggest husband-and-wife disaster 	negative	negative
like a sucker 	negative	negative
rob schneider 's infantile cross-dressing routines fill the hot chick , the latest gimmick from this unimaginative comedian . 	negative	negative
an intoxicating show 	positive	positive
passion , melodrama , sorrow , laugther , and tears cascade over the screen effortlessly 	positive	positive
a lack of clarity and audacity that a subject as monstrous and pathetic as dahmer 	negative	negative
hardly a film that comes along every day . 	positive	positive
and wonderful creatures 	positive	positive
it might not be 1970s animation , but everything else about it is straight from the saturday morning cartoons -- a retread story , bad writing , and the same old silliness . 	negative	negative
to match the freshness of the actress-producer and writer 	positive	positive
a movie with depth 	positive	positive
it may scream low budget , but this charmer has a spirit that can not be denied . 	positive	positive
best rock 	positive	positive
a clash between the artificial structure of the story and the more contemporary , naturalistic tone of the film 	negative	negative
below may not mark mr. twohy 's emergence into the mainstream , but his promise remains undiminished . 	positive	positive
ends with scenes so true and heartbreaking that tears welled up in my eyes both times 	positive	positive
third time 's the charm ... yeah , baby ! 	positive	positive
you might want to take a reality check before you pay the full ticket price to see `` simone , '' and consider a dvd rental instead . 	negative	negative
in this romantic comedy 	positive	positive
a real audience-pleaser that will strike a chord with anyone who 's ever 	positive	positive
is far-flung , illogical , and plain stupid . 	negative	negative
does n't deliver a great story , nor 	negative	negative
zellweger 's whiny pouty-lipped poof 	negative	negative
a bitter taste 	negative	negative
seems to want to be a character study , but apparently ca n't quite decide which character . 	negative	negative
of cuban leader fidel castro 	negative	negative
has the requisite faux-urban vibe and hotter-two-years-ago rap and r&b names and references 	negative	negative
from two fatal ailments -- a dearth of vitality and a story that 's shapeless and uninflected 	negative	negative
skins is heartfelt and achingly real . 	positive	positive
their culture 's manic mix of millennial brusqueness and undying , traditional politesse 	positive	positive
originality ai n't on the menu 	negative	negative
's a boring movie about a boring man , made watchable by a bravura performance from a consummate actor incapable of being boring 	positive	positive
it was a guilty pleasure 	positive	positive
stylistically 	positive	positive
purely enjoyable that you might not even notice it 's a fairly straightforward remake of hollywood comedies such as father of the bride . 	positive	positive
forewarned , if you 're depressed about anything before watching this film 	negative	negative
's a very valuable film ... 	positive	positive
clever ideas and visual gags 	positive	positive
should be themselves 	positive	positive
's harder still to believe that anyone in his right mind would want to see the it . 	negative	negative
some robust and scary entertainment 	positive	positive
that this is a mormon family movie , and a sappy , preachy one at that 	negative	negative
jazzy new revisionist theories 	positive	positive
is more likely to induce sleep than fright . 	negative	negative
the one of the world 's best actors , daniel auteuil , 	positive	positive
the frustration , 	negative	negative
bad and baffling from the get-go . 	negative	negative
complex characters 	positive	positive
not be a breakthrough in filmmaking 	negative	negative
would n't want to live waydowntown 	negative	negative
the film is deadly dull 	negative	negative
i 'd watch these two together again in a new york minute . 	positive	positive
's most thoughtful films about art , ethics , and the cost of moral compromise . 	positive	positive
stylish cast 	positive	positive
sinks further and further into comedy futility . 	negative	negative
genuine love story 	positive	positive
's that rare family movie -- genuine and sweet without relying on animation or dumb humor 	positive	positive
has worked wonders with the material 	positive	positive
than this facetious smirk of a movie 	negative	negative
knows its classical music 	positive	positive
through this interminable , shapeless documentary about the swinging subculture 	negative	negative
fairly impressive debut 	positive	positive
much credit must be given to the water-camera operating team of don king , sonny miller , and michael stewart . 	positive	positive
is more timely now than ever 	positive	positive
but it also does the absolute last thing we need hollywood doing to us 	negative	negative
fantasti 	positive	positive
dabbles all around , never gaining much momentum . 	negative	negative
honest , and enjoyable 	positive	positive
intoxicating documentary 	positive	positive
dependable concept 	positive	positive
a visual treat for all audiences 	positive	positive
the cast is spot on 	positive	positive
delicate ambiguity 	positive	positive
weaves us into a complex web 	positive	positive
generating suspense 	positive	positive
gentle , endearing 1975 children 's novel 	positive	positive
any doubt that peter o'fallon did n't have an original bone in his body 	negative	negative
sexist 	negative	negative
genteel and unsurprising 	negative	negative
their own immaturity 	negative	negative
is so earnest that it 's hard to resist his pleas to spare wildlife and respect their environs . 	positive	positive
for its intelligence and intensity 	positive	positive
funny , moving yarn 	positive	positive
should be as entertaining as it is 	positive	positive
stanley kwan has directed not only one of the best gay love stories ever made 	positive	positive
worthless , 	negative	negative
the audience award for documentaries at the sundance film festival 	positive	positive
viewers out in the cold and 	negative	negative
kinetically-charged spy flick worthy 	positive	positive
like mere splashing around 	negative	negative
the most enchanting film 	positive	positive
the overall vibe is druggy and self-indulgent , like a spring-break orgy for pretentious arts majors . 	negative	negative
cliched dialogue and perverse escapism a source of high hilarity 	negative	negative
a great movie it is not 	negative	negative
, like mike raises some worthwhile themes while delivering a wholesome fantasy for kids . 	positive	positive
plaguing the human spirit in a relentlessly globalizing world 	positive	positive
the bravery and dedication 	positive	positive
the edge of your seat for long stretches 	positive	positive
the equivalent of french hip-hop , which also seems to play on a 10-year delay 	negative	negative
dopey dialogue and 	negative	negative
does turn out to be a bit of a cheat in the end 	negative	negative
whose meaning and 	positive	positive
follows into melodrama and silliness 	negative	negative
overcome blah characters 	positive	positive
hard to imagine having more fun watching a documentary ... 	positive	positive
fun family fare 	positive	positive
the film was produced by jerry bruckheimer and directed by joel schumacher , and reflects the worst of their shallow styles : wildly overproduced , inadequately motivated every step of the way and demographically targeted to please every one ( and no one ) . 	negative	negative
the lightest , most breezy movie steven spielberg has made in more than a decade . 	positive	positive
does n't tell you anything except that the chelsea hotel today is populated by whiny , pathetic , starving and untalented artistes . 	negative	negative
playfully profound ... and 	positive	positive
it recycles every cliché about gays in what is essentially an extended soap opera . 	negative	negative
a tarantino movie with heart 	positive	positive
by casting an actress whose face projects that woman 's doubts and yearnings 	positive	positive
baked 	positive	positive
lasting impression 	positive	positive
difficult , endless work 	negative	negative
a shock-you-into-laughter intensity 	positive	positive
melodramatic movie 	positive	positive
has ( its ) moments 	positive	positive
that he 's the best brush in the business 	positive	positive
, very well told with an appropriate minimum of means . 	positive	positive
the premise of `` abandon '' holds promise , 	positive	positive
must have failed 	negative	negative
a fake street drama that keeps telling you things instead of showing them 	negative	negative
with lots of somber blues and pinks 	negative	negative
losin ' 	negative	negative
loquacious and dreary piece 	negative	negative
, invincible shows he 's back in form , with an astoundingly rich film . 	positive	positive
crawl up your own *** in embarrassment 	negative	negative
dark and unrepentant , this excursion into the epicenter of percolating mental instability is not easily dismissed or forgotten . 	positive	positive
it 's crap on a leash -- far too polite to scale the lunatic heights of joe dante 's similarly styled gremlins . 	negative	negative
on offensive , waste of time , money and celluloid 	negative	negative
has many of the things that made the first one charming 	positive	positive
to worry about being subjected to farts , urine , feces , semen , or any of the other foul substances 	negative	negative
run-of-the-mill singles blender 	negative	negative
mistake it for a sketchy work-in-progress that was inexplicably rushed to the megaplexes before its time 	negative	negative
like its new england characters , most of whom wander about in thick clouds of denial , the movie eventually gets around to its real emotional business , striking deep chords of sadness . 	positive	positive
a clever 	positive	positive
awfully entertaining 	positive	positive
does not translate well to the screen 	negative	negative
perfect family film to take everyone to since there 's no new `` a christmas carol '' out in the theaters this year 	positive	positive
psychotic than romantic 	negative	negative
also has a good ear for dialogue , and the characters sound like real people . 	positive	positive
a cellophane-pop remake 	negative	negative
it 's funny , touching , dramatically forceful , and beautifully shot . 	positive	positive
pushed to their most virtuous limits , lending the narrative an unusually surreal tone 	positive	positive
leaks treacle from every pore . 	negative	negative
boasts some tart tv-insider humor 	positive	positive
remarkable film 	positive	positive
waydowntown may not be an important movie , or even a good one , but it provides a nice change of mindless pace in collision with the hot oscar season currently underway . 	positive	positive
capable cast 	positive	positive
the run-of-the-mill singles blender 	negative	negative
both gripping and compelling 	positive	positive
sparked by two actresses in their 50s working at the peak of their powers 	positive	positive
them , who have carved their own comfortable niche in the world 	positive	positive
on a true and historically significant story 	positive	positive
if you like quirky , odd movies and/or the ironic 	positive	positive
a well-defined sense 	positive	positive
the consciously dumbed-down approach 	negative	negative
could be looking at his 12th oscar nomination by proving that he 's now , more than ever , choosing his roles with the precision of the insurance actuary 	positive	positive
is a filmmaker of impressive talent 	positive	positive
flick that scalds like acid . 	negative	negative
's the plot , and a maddeningly insistent and repetitive piano score that made me want to scream . 	negative	negative
a landmark 	positive	positive
to portray its literarily talented and notorious subject as anything much more than a dirty old man 	negative	negative
with a terrific screenplay and fanciful direction 	positive	positive
meaningful 	positive	positive
has a rather unique approach to documentary . 	positive	positive
the haphazardness of evil 	negative	negative
the film has several strong performances . 	positive	positive
whose boozy , languid 	negative	negative
a meatier deeper beginning 	positive	positive
the plot grows thin soon , and you find yourself praying for a quick resolution 	negative	negative
most creative , energetic and original 	positive	positive
epic cinema 	positive	positive
has n't graduated from junior high school 	negative	negative
a film that is an undeniably worthy and devastating experience 	positive	positive
a treasure chest of material 	positive	positive
an intelligent romantic thriller of a very old-school kind of quality . 	positive	positive
try to create characters out of the obvious cliches , but wind up using them as punching bags 	negative	negative
for a satisfying evening at the multiplex 	positive	positive
it was going to be 	positive	positive
reminds you of why animation is such a perfect medium for children , because of the way it allows the mind to enter and accept another world 	positive	positive
the bard as black comedy -- willie would have loved it 	positive	positive
a damn fine and a truly distinctive and a deeply pertinent film 	negative	negative
that hinges on the subgenre 's most enabling victim ... and an ebullient affection for industrial-model meat freezers 	negative	negative
yelling in your face for two hours 	negative	negative
will undoubtedly enjoy it 	positive	positive
walk to remember 	positive	positive
moderately successful but 	positive	positive
becomes a soulful , incisive meditation on the way we were , and the way we are 	positive	positive
, its shortness disappoints 	negative	negative
succeeds in entertaining , 	positive	positive
shows off a lot of stamina and vitality 	positive	positive
this fast-paced 	positive	positive
end up laughing 	positive	positive
a smile 	positive	positive
an unintentionally surreal kid 's picture ... in which actors in bad bear suits enact a sort of inter-species parody of a vh1 behind the music episode 	negative	negative
that it makes you forgive every fake , dishonest , entertaining and , ultimately , more perceptive moment in bridget jones 's diary 	positive	positive
